source,result,postal_code,country,country_iso_code,federal_district,region_fias_id,region_kladr_id,region_iso_code,region_with_type,region_type,region_type_full,region,area_fias_id,area_kladr_id,area_with_type,area_type,area_type_full,area,city_fias_id,city_kladr_id,city_with_type,city_type,city_type_full,city,city_area,city_district_fias_id,city_district_kladr_id,city_district_with_type,city_district_type,city_district_type_full,city_district,settlement_fias_id,settlement_kladr_id,settlement_with_type,settlement_type,settlement_type_full,settlement,street_fias_id,street_kladr_id,street_with_type,street_type,street_type_full,street,house_fias_id,house_kladr_id,house_cadnum,house_type,house_type_full,house,block_type,block_type_full,block,entrance,floor,flat_fias_id,flat_cadnum,flat_type,flat_type_full,flat,flat_area,square_meter_price,flat_price,postal_box,fias_id,fias_code,fias_level,fias_actuality_state,kladr_id,capital_marker,okato,oktmo,tax_office,tax_office_legal,timezone,geo_lat,geo_lon,beltway_hit,beltway_distance,qc_geo,qc_complete,qc_house,qc,unparsed_parts,metro,med_id_1,med_id_1_division_data_id,med_id_1_name_full,med_id_1_name_short,med_id_1_division_name,med_id_1_division_house_fias,med_id_1_division_house_geo_lat,med_id_1_division_house_geo_lot,med_id_1_division_qc_geo,med_id_1_division_type,med_id_1_division_zone,,uchastok,color
Челябинск Челябинск Воровского 45 ,г Челябинск, ул Воровского, д 45,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,e11d005a-adef-4f6a-8db8-8b3073f8ebc2,"7,40000010000188E+016",ул Воровского,ул,улица,Воровского,c2d754dd-fd5e-4de8-9e6f-e2992f73cdbc,"7,40000010000188E+018",74:36:0406002:2185,д,дом,45,,,,,,,,,,,,40365,,,c2d754dd-fd5e-4de8-9e6f-e2992f73cdbc,"7,4000001E+022",8,0,"7,40000010000188E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1484776,61.3855427,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),19,darkmagenta
Челябинск Челябинск Воровского 41Б,г Челябинск, ул Воровского, д 41Б,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,e11d005a-adef-4f6a-8db8-8b3073f8ebc2,"7,40000010000188E+016",ул Воровского,ул,улица,Воровского,26939f71-58af-4024-a150-6f6c5b2b0623,"7,40000010000188E+018",,д,дом,41Б,,,,,,,,,,,,,,,26939f71-58af-4024-a150-6f6c5b2b0623,"7,4000001E+022",8,0,"7,40000010000188E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1489805,61.388134,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),19,darkmagenta
Челябинск Челябинск Курчатова 11А,г Челябинск, ул Курчатова, д 11А,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,78ace19d-5ccb-4bb3-be0b-29e7dda8e260,"7,40000010000496E+018",,д,дом,11А,,,,,,,,,,,,,,,78ace19d-5ccb-4bb3-be0b-29e7dda8e260,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1483503,61.3904966,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),19,darkmagenta
Челябинск Челябинск Курчатова 16А,г Челябинск, ул Курчатова, д 16А,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,32177f38-f25d-4106-9005-e047a2a2aa1b,"7,40000010000496E+018",,д,дом,16А,,,,,,,,,,,,54283,,,32177f38-f25d-4106-9005-e047a2a2aa1b,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1503506,61.3924546,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),19,darkmagenta
Челябинск Челябинск Курчатова 18А,г Челябинск, ул Курчатова, д 18А,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,18a34d98-4e23-4d5f-8eb8-fb492f3131f1,"7,40000010000496E+018",,д,дом,18А,,,,,,,,,,,,50647,,,18a34d98-4e23-4d5f-8eb8-fb492f3131f1,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1508825,61.3916209,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),19,darkmagenta
Челябинск Челябинск Воровского 41А,г Челябинск, ул Воровского, д 41А,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,e11d005a-adef-4f6a-8db8-8b3073f8ebc2,"7,40000010000188E+016",ул Воровского,ул,улица,Воровского,bacabbd1-ba7b-46e7-8e73-62757a212911,"7,40000010000188E+018",,д,дом,41А,,,,,,,,,,,,,,,bacabbd1-ba7b-46e7-8e73-62757a212911,"7,4000001E+022",8,0,"7,40000010000188E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1490815,61.3873272,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),19,darkmagenta
Челябинск Челябинск Курчатова 16 ,г Челябинск, ул Курчатова, д 16,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,c3f24726-106f-467d-addf-835e4cc0d6b0,"7,40000010000496E+018",74:36:0406001:2548,д,дом,16,,,,,,,,,,,,48677,,,c3f24726-106f-467d-addf-835e4cc0d6b0,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1498464,61.3914968,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),19,darkmagenta
Челябинск Челябинск Курчатова 18 ,г Челябинск, ул Курчатова, д 18,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,4252683b-5e6e-4fdf-bcf1-b5cea88f26b5,"7,40000010000496E+018",74:36:0000000:12664,д,дом,18,,,,,,,,,,,,47492,,,4252683b-5e6e-4fdf-bcf1-b5cea88f26b5,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1500211,61.39094,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),19,darkmagenta
Челябинск Челябинск Курчатова 20 ,г Челябинск, ул Курчатова, д 20,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,4b058c26-08db-4575-8047-59826ffae76a,"7,40000010000496E+018",,д,дом,20,,,,,,,,,,,,65663,,,4b058c26-08db-4575-8047-59826ffae76a,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1507229,61.3906339,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),19,darkmagenta
Челябинск Челябинск Курчатова 22 ,г Челябинск, ул Курчатова, д 22,454092,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Советский,р-н,район,Советский,,,,,,,aff50ff7-d7ea-47b5-ac27-dc195abc07ee,"7,40000010000496E+016",ул Курчатова,ул,улица,Курчатова,fc88e116-eb4a-402a-bebe-f2d6fee64281,"7,40000010000496E+018",74:36:0406001:2360,д,дом,22,,,,,,,,,,,,55420,,,fc88e116-eb4a-402a-bebe-f2d6fee64281,"7,4000001E+022",8,0,"7,40000010000496E+018",2,75401376000,75701370,7451,7451,UTC+5,55.1503839,61.3902108,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),19,darkmagenta
Челябинск Челябинск Гвардейская 1 ,г Челябинск, ул Гвардейская, д 1,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,b98d30cd-00cc-4bc0-b27b-7a8c051656c7,"7,40000010000212E+016",ул Гвардейская,ул,улица,Гвардейская,afbb0326-87a1-450c-a59f-c73ee4784f3f,"7,40000010000212E+018",74:36:0513008:53,д,дом,1,,,,,,,,,,,,,,,afbb0326-87a1-450c-a59f-c73ee4784f3f,"7,4000001E+022",8,0,"7,40000010000212E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1434192,61.3732364,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),,
Челябинск Челябинск Гвардейская 3 ,г Челябинск, ул Гвардейская, д 3,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,b98d30cd-00cc-4bc0-b27b-7a8c051656c7,"7,40000010000212E+016",ул Гвардейская,ул,улица,Гвардейская,baa209b7-8534-4cd5-9fe0-a68613d19cd5,"7,40000010000212E+018",74:36:0513008:49,д,дом,3,,,,,,,,,,,,,,,baa209b7-8534-4cd5-9fe0-a68613d19cd5,"7,4000001E+022",8,0,"7,40000010000212E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1433283,61.3694648,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Гвардейская 3А,г Челябинск, ул Гвардейская, д 3А,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,b98d30cd-00cc-4bc0-b27b-7a8c051656c7,"7,40000010000212E+016",ул Гвардейская,ул,улица,Гвардейская,602e7e1f-e711-447d-8732-0ed99857ce6d,"7,40000010000212E+018",,д,дом,3А,,,,,,,,,,,,,,,602e7e1f-e711-447d-8732-0ed99857ce6d,"7,4000001E+022",8,0,"7,40000010000212E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1433283,61.3694648,,,1,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Гвардейская 3Б,г Челябинск, ул Гвардейская, д 3Б,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,b98d30cd-00cc-4bc0-b27b-7a8c051656c7,"7,40000010000212E+016",ул Гвардейская,ул,улица,Гвардейская,641f88f3-b9a0-4da8-b5a2-dac2c867441e,"7,40000010000212E+018",74:36:0000000:11873,д,дом,3Б,,,,,,,,,,,,,,,641f88f3-b9a0-4da8-b5a2-dac2c867441e,"7,4000001E+022",8,0,"7,40000010000212E+018",2,75401386000,75701390,7453,7453,UTC+5,55.143476,61.369514,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Медгородок 6 ,г Челябинск, ул Медгородок, д 6,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,a49c2eda-30f0-4551-89ff-4e9eaf39898f,"7,40000010000589E+016",ул Медгородок,ул,улица,Медгородок,b9a8c920-2633-470a-9f16-a8b988eb6541,"7,40000010000589E+018",,д,дом,6,,,,,,,,,,,,,,,b9a8c920-2633-470a-9f16-a8b988eb6541,"7,4000001E+022",8,0,"7,40000010000589E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1392359,61.3685481,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Медгородок 10 ,г Челябинск, ул Медгородок, д 10,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,a49c2eda-30f0-4551-89ff-4e9eaf39898f,"7,40000010000589E+016",ул Медгородок,ул,улица,Медгородок,a350c9f4-70df-47f3-ab59-935ce516688a,"7,40000010000589E+018",,д,дом,10,,,,,,,,,,,,65141,,,a350c9f4-70df-47f3-ab59-935ce516688a,"7,4000001E+022",8,0,"7,40000010000589E+018",2,75401386000,75701390,7453,7453,UTC+5,55.138512,61.3689123,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),,
Челябинск Челябинск Медгородок 6Б,г Челябинск, ул Медгородок, д 6Б,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,a49c2eda-30f0-4551-89ff-4e9eaf39898f,"7,40000010000589E+016",ул Медгородок,ул,улица,Медгородок,2e1b0c28-b06b-4145-a32b-b43886df40ea,"7,40000010000589E+018",,д,дом,6Б,,,,,,,,,,,,60733,,,2e1b0c28-b06b-4145-a32b-b43886df40ea,"7,4000001E+022",8,0,"7,40000010000589E+018",2,75401386000,75701390,7453,7453,UTC+5,55.138933,61.3674981,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 40 ,г Челябинск, ул Татьяничевой, д 40,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,646f57a6-94c2-4594-83e2-ca00f7d3a9ad,"7,40000010000965E+018",74:36:0000000:15699,д,дом,40,,,,,,,,,,,,,,,646f57a6-94c2-4594-83e2-ca00f7d3a9ad,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1434614,61.3681139,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 42 ,г Челябинск, ул Татьяничевой, д 42,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,4254bb86-7b59-419f-8ed4-b6e45ee22569,"7,40000010000965E+018",74:36:0513001:58,д,дом,42,,,,,,,,,,,,,,,4254bb86-7b59-419f-8ed4-b6e45ee22569,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1432332,61.3679626,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 44 ,г Челябинск, ул Татьяничевой, д 44,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,6168b326-cb81-4cfd-a997-711e467dc1f7,"7,40000010000965E+018",74:36:0513001:64,д,дом,44,,,,,,,,,,,,,,,6168b326-cb81-4cfd-a997-711e467dc1f7,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.143117,61.3681184,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 45 ,г Челябинск, ул Татьяничевой, д 45,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,822e231a-991b-45ff-8a2b-98d0e502e8a6,"7,40000010000965E+018",74:36:0000000:15700,д,дом,45,,,,,,,,,,,,,,,822e231a-991b-45ff-8a2b-98d0e502e8a6,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1435961,61.3688379,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 46 ,г Челябинск, ул Татьяничевой, д 46,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,065510fe-f745-431c-8692-00d0a8a606dc,"7,40000010000965E+018",74:36:0513001:67,д,дом,46,,,,,,,,,,,,,,,065510fe-f745-431c-8692-00d0a8a606dc,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1427672,61.3681238,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
Челябинск Челябинск Татьяничевой 47 ,г Челябинск, ул Татьяничевой, д 47,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,048db3bd-6723-41fa-a9d7-ea5f59520380,"7,40000010000965E+018",74:36:0000000:15712,д,дом,47,,,,,,,,,,,,,,,048db3bd-6723-41fa-a9d7-ea5f59520380,"7,4000001E+022",8,0,"7,40000010000965E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1433187,61.3689794,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),17,slateblue
